"Type","Category","Message"
"fraud","Tech Support Scam","Urgent: Your device is at risk! Virus detected. Call Tech Support now at 1-800-555-0192 or visit http://fixmydevice-tech.com to secure it! Act fast!"
"normal","Family","Hey, just checking in! Let’s plan a family dinner this weekend. Love you all!"
"fraud","Fake Delivery Scam","Urgent: Your package delivery failed due to an address error. Update now at http://verify.postal-update.com or call 1-800-555-0123 to avoid return!"
"normal","Sports","Hey, did u catch the basketball game last night? That last-second shot was insane!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery! Claim now at http://claim.lotterywinz.org or call 9876543210. Hurry, offer expires soon!"
"fraud","Impersonation","Hi, it’s John from HR. Urgent: Verify your payroll details now to avoid issues. Click here: http://secure.payroll-check.org or call 1800-555-1234."
"normal","Recreation","Hey, wanna join me for a bike ride this Sunday? Found a cool route by the lake!"
"normal","Sports","Hey, wanna catch the football match at my place tonight? Kickoff at 8!"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.india-bankverify.com or call 1800-555-1234 immediately!"
"fraud","Phishing","Urgent: Suspicious login on your HDFC account. Secure it now at http://hdfc-securelogin.com or call 1800-123-4567. Act fast to avoid suspension!"
"fraud","Impersonation","Hi, this is John from HR. Urgent: Verify your payroll details to avoid payment delay at http://secure.payroll-check.org or call 1800-555-0123 now!"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs instantly. Low rates! Apply now at http://fastloan.sbi-secure.co.in or call 9876543210. Don’t miss out!"
"normal","Family","Hey fam, let’s catch up over pizza this Friday night! Be there by 6 PM. Can’t wait to see everyone!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our Grand Lottery! Claim NOW at http://claim.lottery-wins.org or call 1800-555-1234. Hurry, offer ends today!"
"fraud","Financial Fraud","URGENT: Your bank account is at risk! Verify now to avoid suspension at http://secure.india-bankcheck.com or call 1800-555-0123 immediately!"
"normal","Social","Hey, wanna grab lunch tomorrow? Thinking around noon if you’re free!"
"normal","Delivery Update","Hey, your order is on its way! Expect delivery by tomorrow. Thanks for choosing us!"
"normal","Work Update","Hey team, quick update: our next meeting is set for tomorrow at 10 AM. See you there!"
"normal","Work Update","Hey team, just a heads-up, our weekly update meeting is set for tomorrow at 10 am. See you there!"
"fraud","Phishing","Urgent! Your SBI account has suspicious activity. Verify now at http://secure.sbi-check.com or call 1800-555-1234 to prevent suspension!"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Click now: http://fastloan.sbi-secure.in or call 9876543210. Don’t miss out!"
"fraud","Investment Scams","Urgent! Double your investment in 3 days with our exclusive crypto plan. Act now: http://fastgaincrypto.net or call 1-800-555-0123. Don’t miss out!"
"normal","Sports","Hey, you watching the game tonight? Can’t wait to see who wins!"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0123 or visit http://fixmydevice-tech.com to secure it before it's too late!"
"fraud","Emotional Manipulation","Grandma, it’s me. I’m in trouble after a car accident and need Rs. 10,000 for hospital bills. Please send urgently via http://helpfamily-aid.com. Help!"
"fraud","Tech Support Scam","Urgent: Your device is at risk! Virus detected. Call Tech Support now at 1-800-555-0123 or visit http://fixmydevice-tech.com to secure it!"
"normal","Work Update","Hey, just a heads-up, the team meeting is tomorrow at 10 AM. See you there!"
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.india-bankverify.com or call 1800-555-1234 to avoid suspension!"
"normal","Education","Hey, the lecture on Friday is canceled. Check the portal for updates on the reschedule."
"fraud","Emotional Manipulation","Grandma, it’s me. I’m in trouble after a car crash. Need $800 for hospital bills urgently. Please send to http://helpfamilycare.org or call 9876543210."
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today! Low interest, instant approval. Click now: http://fastloan.sbi-secure.in or call 9876543210. Hurry, offer ends soon!"
"normal","Service Inquiry","Hey, can you tell me if you have any weekend slots open for a consultation? Thanks!"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.axisbank-check.com or call 1800-555-0123 immediately!"
"normal","Delivery Update","Hey, your order is on its way! Expect delivery by tomorrow evening. Thanks for choosing us!"
"fraud","Financial Fraud","URGENT: Your account has a suspicious charge of $750! Verify now to avoid closure at http://secure.bank-alerts.com or call 1-800-555-0123 immediately!"
"fraud","Financial Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.sbi-protect.com or call 1800-555-0123 immediately!"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0192 or click http://fixmyphone-tech.com to secure it before data loss!"
"normal","Social","Hey, wanna grab lunch tomorrow? Thinking around 1 PM at the usual spot. Let me know!"
"fraud","Fake Delivery Scam","Urgent: Your FedEx package is on hold due to a missing fee. Pay $3.50 now to release at http://fedex-securepay.net or call 1-800-555-0123. Hurry!"
"fraud","Phishing","Urgent: Your HDFC account is at risk! Verify identity now to avoid suspension: http://secure.hdfc-check.in or call 1800-123-4567 immediately!"
"fraud","Job Offer Scam","URGENT! Dream job alert! Earn $800/day from home. No skills needed. Apply now: http://quickhire.workfast.org or call 1-800-555-0123. Hurry, limited spots!"
"fraud","Job Offer Scam","URGENT! Earn $800/day with our remote job offer. No experience needed. Apply now before spots are gone: http://join.fastcareers.org"
"normal","Sports","Hey, wanna catch the soccer match tonight? It’s gonna be epic!"
"normal","Service Inquiry","Hey, could you tell me if you provide home delivery for orders? Thanks!"
"normal","Entertainment","Hey, did you see the trailer for the new action movie? Looks epic! Wanna watch it together this weekend?"
"fraud","Phishing","Urgent! Your HDFC account shows suspicious activity. Secure it now at http://hdfc-securelogin.com or call 1800-123-4567. Act fast!"
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.indbank-protect.com or call 1800-555-1234. Act fast to avoid suspension!"
"fraud","Fake Delivery Scam","Urgent: Your FedEx package delivery failed due to address error. Update now to avoid return at http://verify.fedex-shipping.org or call 1-800-555-0123!"
"normal","Family","Hey, just checking if you’re free for dinner tonight? Miss you guys!"
"normal","Entertainment","Hey, the new action movie is out tomorrow! Wanna catch it together this weekend?"
"fraud","Emotional Manipulation","Hi Mom, it’s me. I’m in trouble and need urgent help. Please send Rs. 10,000 for emergency surgery via http://helpfamily.instantpay.org. Hurry!"
"fraud","Loan Scam","Urgent! Get loan up to 10 lakhs today. Low rates! Click now: http://fast.loan-approve.online or call 9876543210. Don’t miss out!"
"normal","Entertainment","Hey, the new season of [TV show] just dropped! Have you seen it yet? Let’s chat about it!"
"fraud","Subscription Scam","Urgent! Your Spotify subscription will expire today. Avoid cancellation by updating payment at http://secure.spotify-renewal.org or call 1-800-555-0123 now!"
"normal","Social","Hey, wanna grab lunch tomorrow? I’m free around 1 PM if that works for you!"
"fraud","Identity Theft","Urgent! Your identity is at risk. Verify your details now to prevent fraud: http://secure.id-protect.in or call 1800-123-4567 immediately!"
"normal","Service Inquiry","Hey, do you provide home delivery for orders? Let me know! Thanks!"
"fraud","Investment Scams","Urgent! Double your investment in 3 days with our exclusive crypto plan. Click now: http://fastgain.crypto-deals.net or call 1-800-555-0123 to secure your spot!"
"fraud","Investment Scams","Urgent! Invest now & triple your money in 3 days with our exclusive plan! Click http://fastprofit-invest.com or call 1800-555-0123 before it's too late!"
"normal","Education","Hey, just a reminder that the project deadline is this Friday. Let’s finish strong!"
"fraud","Job Offer Scam","URGENT! Earn $400/day with our remote job offer. No exp needed. Apply now before slots fill: http://quickhire.workfast.org or call 1-800-555-0123!"
"fraud","Subscription Scam","Urgent! Your Hulu subscription is expiring today. Renew now for $9.99 or lose access. Click: http://hulu-renewal-secure.com Avoid cancellation!"
"fraud","Phishing","Urgent: Your HDFC account shows suspicious activity! Verify now to secure it at http://hdfc-secure-login.com or call 1800-123-4567 immediately!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it's gone: http://win.lottery-rewards.net or call 9876543210. Hurry!"
"fraud","Impersonation","Hi, it’s your boss, Mark. Urgent: Need $300 in gift cards for a client. Buy now and send codes. Verify at http://secure.office-task.net. Hurry!"
"fraud","Fake Delivery Scam","Urgent: Your package delivery failed due to address error. Update now at http://verify.postal-track.org or call 1800-555-0123 to avoid return!"
"normal","Recreation","Hey, wanna join me for a bike ride this Sunday? Found an awesome route nearby!"
"fraud","Emotional Manipulation","Hey Mom, it’s me. I’m in trouble and need urgent help. Please send Rs. 10,000 for emergency expenses via http://helpfamily-now.org. Hurry!"
"fraud","Financial Fraud","URGENT: Your account has a suspicious charge of $750. Verify now to avoid closure at http://secure.bankalert-check.com or call 1-800-555-0123 immediately!"
"normal","Service Inquiry","Hey, are you guys open for walk-ins today? I’d like to stop by if possible. Thanks!"
"fraud","Financial Fraud","URGENT: Your bank account is at risk! Verify now to avoid suspension at http://secure.bankalert-india.com or call 1800-555-1234 immediately!"
"fraud","Identity Theft","Urgent! Your identity is at risk. Verify your details now to prevent account suspension: http://secure.identity-check.org or call 1800-555-1234. Act fast!"
"normal","Education","Hey, don’t forget the quiz tomorrow. Let’s revise together after class if you’re free!"
"normal","Sports","Hey, wanna catch the football match tonight? Should be an epic showdown!"
"normal","Social","Hey, saw your latest pic on Insta! Looks amazing. Wanna grab a quick coffee tomorrow?"
"normal","Family","Hey fam, let’s plan a movie night this Friday. I’ll grab snacks!"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0192 or click http://safe.techfixnow.org to secure it before it's too late!"
"normal","Education","Hey, just a reminder that the group project deadline is this Friday. Let’s finalize everything soon!"
"fraud","Investment Scams","Urgent! Invest now to triple your money in 24hrs! Limited slots. Click http://fastwealth.investpro.net or call 1800-555-0123 before it’s too late!"
"normal","Recreation","Hey, wanna join me for a bike ride this Sunday? There’s a cool trail nearby!"
"normal","Delivery Update","Hey, your package is on its way! Expect delivery by tomorrow evening. Thanks for choosing us!"
"fraud","Impersonation","Hi, this is Mike from HR. Urgent: Verify your payroll details at http://secure.empdata-check.com or risk payment delay. Call 1-800-555-1234 now!"
"fraud","Subscription Scam","Urgent! Your Amazon Prime subscription is expiring. Renew now for $12.99 or lose access. Click: http://prime-renewal.amazon-secure.org Avoid cancellation!"
