"Type","Category","Message"
"normal","Work Update","Hey, can you review the latest draft by noon? Need your input!"
"normal","Entertainment","Hey, just heard a dope new album. I’ll send you the link!"
"normal","Delivery Update","Hey there, your Amazon package is arriving today. Keep an eye out!"
"fraud","Fake Delivery Scam","FedEx Warning: Delivery failed due to incomplete address. Update urgently at http://fedex-addressfix.com to save it!"
"normal","Travel","Our Italy tour starts in 2 days. Got your itinerary ready?"
"fraud","Subscription Scam","Emergency! Netflix payment declined. Update your card details immediately: http://netflix-urgentpay.com"
"fraud","Tech Support Scam","Urgent Alert! Malware detected. Secure your device at http://fixmytech-now.com before data loss!"
"fraud","Impersonation","Income Tax Dept: Unpaid taxes detected. Avoid legal action by paying now at http://taxclearance-india.net. Act fast!"
"fraud","Subscription Scam","Critical! Your HBO Max account is at risk. Update payment to avoid suspension: http://hbomax-verifyacc.com"
"fraud","Impersonation","This is your Bank. Account security alert! Verify identity now at http://securebank-login.org or risk account suspension."
"normal","Sports","Yo, I got tickets to the baseball game on Friday. You coming?"
"normal","Family","Hey Mom, thanks for the recipe. Dinner was a hit!"
"normal","Work Update","Hi team, our weekly sync is now on Zoom at 11 AM. See ya there!"
"normal","Education","Hi, can you share your chem notes from yesterday? Thx!"
"fraud","Phishing","Your Axis Bank account has been temporarily locked. Reactivate urgently at: http://axis-restoreaccess.com"
"normal","Delivery Update","Great news! Your order is en route and will be delivered by tomorrow morning."
"fraud","Emotional Manipulation","Hey sis, I’m stranded after a flood. Need Rs. 3,000 for shelter. Send to http://disaster-aidhub.com. Please, I’m scared!"
"normal","Education","Yo, library’s open late tonight. Wanna meet up to study?"
"fraud","Emotional Manipulation","Mom, I’ve been arrested by mistake. Need $500 for bail. Send to http://bailout-fast.net. Please don’t let me down!"
"fraud","Job Offer Scam","LIMITED OFFER! $400/day working from home. Spots filling fast! Click: http://homeremotejob.com"
"fraud","Service Fraud","Immediate action required! Your internet plan is unpaid. Pay at http://safe.netrenewalhub.com to avoid cutoff."
"normal","Recreation","Yo, let’s grab our skateboards and hit the park this afternoon."
"fraud","Loan Scam","Hurry! Loan up to Rs. 4 lakhs approved for you. Apply in 2 mins: http://easyloan.trustverify.in. Don’t wait!"
"fraud","Fake Delivery Scam","Critical: Your parcel from UPS is delayed. Update info immediately at http://ups-fixdelivery.com to prevent return!"
"normal","Work Update","Yo, don’t forget to submit your weekly report by EOD. Thanks!"
"fraud","Job Offer Scam","DREAM JOB! $550/day from home. Don’t miss this chance! Register at: http://workeasyhire.com"
"normal","Recreation","Hey, wanna play some basketball at the park tomorrow?"
"normal","Family","Hey sis, wanna grab coffee tomorrow? Miss chatting with ya."
"fraud","Fake Delivery Scam","FedEx Notice: Delivery failed due to error. Update details at http://fedex-errorfix.com before it’s returned tomorrow!"
"normal","Social","Saw your new post on FB, looks like a blast! How’ve you been?"
"fraud","Investment Scams","Don’t miss out! Triple your money by tomorrow! Click here: http://investgoldrush.com to start earning!"
"fraud","Tech Support Scam","Emergency! Virus detected on your phone. Secure it by calling 1-800-444-5678 immediately!"
"normal","Sports","Yo, wanna watch the basketball game at the bar later? Tip-off at 8!"
"fraud","Investment Scams","Emergency! Your chance to double your money ends tonight! Click: http://fastgainz.net to secure your spot!"
"normal","Entertainment","Hey, the music festival tickets go live tomorrow. Should we grab some?"
"fraud","Investment Scams","Urgent! Secure a 200% return on your money today! Act fast at http://investsafe-now.com before it’s too late!"
"normal","Education","Hey, tutorial got rescheduled to 5 PM. See ya there!"
"normal","Family","Sis, can I borrow your jacket for tonight? Promise to return it!"
"normal","Entertainment","Did you see the trailer for that sci-fi movie? We gotta watch it!"
"fraud","Financial Fraud","Urgent! Your loan payment failed. Avoid penalties by updating info at http://loanpay-fix.com right now!"
"fraud","Job Offer Scam","HURRY! Work-from-home, $800/week. Limited spots! Don’t miss out. Click here: http://quickcashjob.net"
"fraud","Lottery Scam","Big Win! You’ve scored $12,000 in our National Lottery! Act fast at http://winlotto.prizezone.net or miss out!"
"normal","Sports","Wanna join me for a quick run before the big game tomorrow?"
"normal","Family","Dad, I’ll drop by after work. See you around 6 PM."
"fraud","Identity Theft","Urgent Alert! Verify your Aadhaar at http://aadhaar-safezone.com now to prevent deactivation!"
"normal","Social","Hey, how’s your day going? Miss chatting with you!"
"fraud","Emotional Manipulation","Hi, it’s your old classmate. I’m in a crisis and need Rs. 7,000 for rent or I’ll be evicted. Send to http://rentcrisis-aid.net. Help!"
"fraud","Lottery Scam","Congrats! $8,000 lottery win confirmed! Secure it at http://lotterybonus.claimfast.org or risk losing it today!"
"fraud","Lottery Scam","WINNER ALERT! You’ve bagged $25,000 in our Grand Lotto! Rush to http://prizegrab.lottohub.xyz or your prize expires!"
"fraud","Impersonation","Hey, it’s [Your Colleague]. Quick favor! Get $150 in gift cards for a surprise. Text codes ASAP. Thanks!"
"normal","Entertainment","Yo, there’s a new game out on PlayStation. Wanna play together tonight?"
"normal","Service Inquiry","Can I get an estimate for fixing my laptop screen?"
"normal","Service Inquiry","Hi, can I get a quote for your services over the phone?"
"fraud","Investment Scams","Act now! Triple your investment in just 2 days with our proven method. Click: http://cashsurge.live!"
"normal","Education","Wanna grab coffee and review notes for bio later?"
"normal","Sports","Hey, did you catch the football game last night? Insane ending!"
"fraud","Phishing","Your Google account needs verification. Click to secure: http://google-auth-check.com"
"fraud","Service Fraud","Critical alert! Your mobile data plan expires today. Recharge now: http://topup.datapaysecure.com"
"fraud","Identity Theft","Critical! Protect your identity. Update PAN info at http://pan-verifynow.org or lose access to banking services!"
"fraud","Fake Delivery Scam","FedEx: Your package is pending due to a $2.50 fee. Don’t lose it—pay here: http://fedex-pendingpay.com"
"fraud","Phishing","[Vodafone]: Limited time offer! Get 50% off your bill at: http://vodafone-discounts.com"
"fraud","Investment Scams","Time’s running out! Double your money overnight with our secret strategy. Visit: http://fasttrackwealth.xyz!"
"fraud","Emotional Manipulation","Your niece is in trouble! She needs Rs. 5,000 for an urgent bill. Click to help: http://niece-rescue.in"
"fraud","Identity Theft","Warning! Identity at risk. Confirm PAN details at http://pan-secureportal.org or face penalties!"
"normal","Entertainment","Hey, wanna binge the new Netflix series this weekend? I’m hooked already."
"fraud","Impersonation","IRS Warning: Tax violation detected. Immediate action required at http://irs-penalty-avoid.com to prevent seizure."
"normal","Entertainment","Have you checked out the latest *The Witcher* episode? So good!"
"normal","Entertainment","Did you hear the new Taylor Swift album? Let’s vibe to it together!"
"normal","Service Inquiry","Hi, do you have any weekend appointments available?"
"fraud","Subscription Scam","Your Netflix subscription expires in 24 hours! Don’t lose access, renew at: http://netflix-urgentrenew.com"
"fraud","Impersonation","Emergency: IRS notice. Your account is flagged. Resolve now at http://irs-account-fix.com to avoid fines."
"fraud","Fake Delivery Scam","FedEx Notice: Your shipment is on hold for a $4.00 charge. Pay now to release: http://fedex-chargepay.org"
"normal","Sports","Yo, wanna shoot some hoops at the park tomorrow?"
"normal","Family","Hey, let’s all meet up at the park tomorrow!"
"fraud","Subscription Scam","Urgent! Your Apple Music subscription is expiring. Renew now: http://applemusic-renewfast.com"
"fraud","Identity Theft","Danger! Your Aadhaar is under threat. Click http://aadhaar-securelink.com to save your identity now!"
"normal","Work Update","Hey, meeting with the boss is rescheduled to 9 AM tomorrow. Be ready!"
"fraud","Emotional Manipulation","Urgent! Your grandchild is hurt and needs $400 for treatment. Act now: http://childcare-emergency.net"
"fraud","Financial Fraud","URGENT NOTICE: Your account is locked due to suspicious activity. Unlock now at http://safeaccess-bank.com or lose access!"
"normal","Travel","Quick update: my bus to Chicago is running 30 mins late."
"fraud","Job Offer Scam","ALERT! Earn $650/day from home. No skills needed. Apply now or miss out: http://fastremotejob.biz"
"normal","Family","Hey fam, anyone up for pizza tonight?"
"normal","Entertainment","Hey, let’s hit up that new arcade in town. Could be a fun night!"
"normal","Sports","Wanna join me for a swim at the pool this afternoon?"
"fraud","Fake Delivery Scam","Urgent! Your UPS delivery failed due to incomplete details. Update now or lose your parcel: http://ups-updateinfo.net"
"fraud","Fake Delivery Scam","UPS Emergency: Your parcel will be returned tomorrow unless updated. Act now: http://ups-parcelupdate.org"
"fraud","Service Fraud","Alert! Your water bill is overdue. Avoid penalties, pay immediately at: http://pay.waterboardonline.net"
"fraud","Service Fraud","Urgent! Your cable TV subscription is expiring. Pay now to avoid disconnection: http://renew.cabletvsecure.com"
"normal","Travel","Just arrived in Tokyo! Can’t wait to explore. Talk soon!"
"normal","Entertainment","Hey, did you see the trailer for that sci-fi movie? Let’s go opening night!"
"fraud","Investment Scams","Invest now for guaranteed 10x returns in a week! Don’t delay, click: http://megarich-now.com!"
"normal","Delivery Update","Hey there, your order is dispatched. Delivery expected by 5 PM today."
"fraud","Tech Support Scam","Warning! Your system is under attack. Visit http://protectpc-today.com to stop hackers immediately!"
"fraud","Loan Scam","Alert! Rs. 7 lakhs loan offer ends soon. Don’t delay! Click: http://rapidloan.cashnow.net or call 9012345678."
"fraud","Phishing","[SBI Alert]: Unauthorized access detected on your account! Secure it immediately at: http://sbi-secure-access.com"
"fraud","Phishing","Your Amazon account has been locked. Unlock it by clicking: http://amazon-secure-login.com"
"fraud","Impersonation","Urgent IRS Notice: Refund pending. Verify details at http://irs-refund-process.com or face legal consequences."
"fraud","Lottery Scam","You’re a winner! Rs. 4 lakhs in our Grand Lotto! Click http://claimlotto.winbig.net to get it before expiry!"
"normal","Delivery Update","Hey, just a heads-up—your order will be delivered by tomorrow night."
"fraud","Job Offer Scam","URGENT JOB OFFER! Earn $400/day from home. No experience required. Apply now before slots close: http://easyjobnow.net"
"fraud","Impersonation","Hi, it’s Tom, your supervisor. Need $300 in gift cards for an urgent team event. Send codes fast. Call 555-0312 if issues."
"fraud","Emotional Manipulation","Hi Mom, I’m stranded and scared. I need $250 to get back home. Please help via http://safe-return247.com"
"normal","Recreation","Thinking of a quick road trip this Saturday. You down to join me?"
"normal","Delivery Update","Good news! Your package from us is on its way. Arriving tomorrow!"
"normal","Work Update","Hi, the project kickoff is now scheduled for Wednesday at 3 PM."
"fraud","Fake Delivery Scam","USPS Notice: Delivery halted due to missing info. Update before it’s sent back: http://usps-missinginfo.net"
"normal","Delivery Update","Your delivery is coming! Should be at your doorstep by evening."
