"Type","Category","Message"
"normal","Entertainment","There’s a cool DJ night at a club in Bangalore. Wanna groove this Saturday?"
"normal","Family","Hey family, who’s up for a quick trip to the nearby mandir tomorrow?"
"fraud","Impersonation","SBI Alert: Your account is at risk. Verify identity now at http://sbi-secureverify.in or lose access!"
"normal","Travel","Just got to Shimla. Snow everywhere! Will send pics soon."
"fraud","Identity Theft","Immediate Action! Your PAN details are at risk. Verify at http://pan-securelink.in or lose access!"
"normal","Sports","Did you see Neeraj Chopra’s javelin throw? Absolute legend!"
"fraud","Lottery Scam","Congrats! You’ve won Rs. 5 lakhs in India Lucky Lottery! Claim now at http://indialotto.prizeclaim.com before it’s gone!"
"normal","Social","Hi, wanna plan a quick trip to Lonavala? Need a break!"
"fraud","Financial Fraud","WARNING: Your Axis Bank account is at risk of suspension. Update details at http://axisbank-safeguard.com to avoid closure!"
"normal","Recreation","Let’s plan a trek to Triund next weekend. Amazing views!"
"fraud","Fake Delivery Scam","UPS Urgent: Address mismatch caused delivery failure. Update at http://ups-indiafix.com now to prevent return!"
"fraud","Impersonation","EPFO Alert: Your PF account needs urgent update. Avoid closure at http://epfo-updateonline.in now!"
"fraud","Emotional Manipulation","Grandpa, it’s urgent! I’m stuck abroad without money. Need Rs. 8,000 via http://overseas-aid.com. I’m so scared!"
"normal","Travel","Arrived in Jaipur. The Pink City looks amazing! Let’s catch up later."
"fraud","Fake Delivery Scam","Amazon Delivery Alert: Parcel stuck due to verification issue. Update info at http://amazon-parcelcheck.in or face delay!"
"normal","Education","Hi, the coding bootcamp starts today at 4 PM in Lab 3. Be there!"
"fraud","Emotional Manipulation","Aunty, I’m stuck in a mess! Need Rs. 4,500 for emergency travel. Pay at http://quicktravel-aid.com. Don’t let me down!"
"normal","Education","Hi, the debate club meet is at 5 PM in Room 12. Bring your ideas!"
"normal","Family","Bro, let’s play cricket in the park this evening. Bring your bat!"
"normal","Service Inquiry","Hey, do you cover rural areas near Jaipur for your services?"
"fraud","Phishing","Your HDFC NetBanking is at risk. Confirm details at http://hdfc-protectlogin.in or lose access!"
"fraud","Service Fraud","Warning! Your Dish TV subscription is overdue. Settle now at http://dishtv.securepaynow.com to prevent service cutoff!"
"fraud","Loan Scam","Emergency! Rs. 3 lakhs loan ready for you. Click now: http://fastfunds.loansecure.in or lose this offer! Call 9876543210."
"normal","Family","Hey everyone, I made it to the top 10 in my exams! So happy!"
"fraud","Impersonation","Hi, it’s your manager Anil. Buy ₹2000 Google Play cards for a project. Text codes to 99887-65432 now!"
"fraud","Impersonation","Hey, it’s Priya from HR. Need ₹3000 in Flipkart cards for team gift. Send codes to 91234-56789 ASAP!"
"fraud","Lottery Scam","Urgent! Rs. 2 lakh lottery prize awaits you! Click http://winlottery.indiafast.net to secure your winnings today!"
"normal","Delivery Update","Yo, your Myntra delivery is coming! Look out for it around noon tomorrow."
"normal","Social","Dude, your latest reel is hilarious! Let’s hang out soon."
"fraud","Lottery Scam","Congratulations! Rs. 1.5 lakh lottery prize is yours! Act fast at http://luckyindia.winnow.co or lose it forever!"
"normal","Travel","Just checked into a hotel in Kerala. Backwaters view is stunning! Talk soon."
"normal","Entertainment","Wanna catch the latest Bollywood rom-com this weekend? Heard it’s a hit!"
"normal","Work Update","Hi all, client call at 10 AM tomorrow. Let’s be ready with updates."
"normal","Family","Sis, let’s watch that new Bollywood movie this weekend. You in?"
"fraud","Phishing","Warning! Suspicious login on your Axis Bank account. Protect it at http://axis-securezone.co.in immediately!"
"fraud","Fake Delivery Scam","DHL India Alert: Delivery on hold. Confirm details at http://dhl-indiatrack.com or your parcel will be sent back!"
"normal","Family","Dad, can you pick up some paneer from the market? Making curry tonight."
"normal","Recreation","Let’s hit the go-karting track in Noida. Ready to race?"
"fraud","Fake Delivery Scam","Flipkart Warning: Your order delivery failed. Update address urgently at http://flipkart-fixdelivery.co.in or it will be returned!"
"fraud","Emotional Manipulation","Mom, I’m stranded in Kolkata! Need Rs. 3,500 for a train ticket. Send to http://travel-safe.in. I’m all alone!"
"fraud","Tech Support Scam","Warning! Hacker activity detected. Protect your data at http://indiasafe-tech.com before it’s too late!"
"normal","Education","Hey, the library is hosting a free webinar on UPSC prep at 3 PM. Join in!"
"normal","Family","Bro, need help with my bike. Can you check it after work?"
"normal","Delivery Update","Update: Your Amazon package is dispatched. Should reach you by evening today."
"fraud","Phishing","Warning! Your IDBI Bank account is under threat. Act now at http://idbi-protect.in or risk suspension!"
"normal","Social","Yo, craving some pani puri. Wanna join me after work?"
"fraud","Identity Theft","Alert! Identity theft detected. Verify your ID at http://safeid-india.com or risk losing access to funds!"
"fraud","Loan Scam","Last offer! Rs. 6 lakhs loan at 1.5% interest. Hurry! Click: http://loanexpress.indiafunds.com before it expires."
"fraud","Emotional Manipulation","Dad, it’s urgent! I’ve been robbed in Delhi. Need Rs. 3,000 to get home. Send to http://safe-return.in. I’m scared!"
"normal","Recreation","Heard there’s a cool art exhibition in Mumbai. Wanna check it out?"
"fraud","Fake Delivery Scam","Ecom Express Alert: Shipment delayed due to incomplete info. Verify at http://ecomexpress-verify.in or lose your package!"
"fraud","Investment Scams","Urgent! Triple your money in 7 days with our exclusive NIFTY plan! Click now: http://fastnifty-wealth.com Hurry!"
"fraud","Lottery Scam","Lucky Day! Rs. 2.5 lakh lottery prize is waiting! Click http://indialuckydraw.claimnow.net before it expires!"
"fraud","Fake Delivery Scam","FedEx Urgent: Delivery attempt failed. Confirm your details at http://fedex-indiaverify.com or parcel will be sent back tomorrow!"
"fraud","Lottery Scam","Congrats! Rs. 4 lakh lottery win! Don’t miss out, click http://lottoindia.quickprize.in to claim your money now!"
"normal","Family","Mom, can you send me your special dal recipe? Missing home food."
"fraud","Service Fraud","Critical Alert! Your ACT Fibernet bill is pending. Pay at http://actfiber.urgentbill.in now or face service suspension!"
"normal","Work Update","Hey team, meeting shifted to 4 PM today at the office. Be there!"
"normal","Education","Yo, don’t miss the guest lecture by Prof. Sharma at 11 AM in Audi 1."
"normal","Recreation","Yo, there’s a street food fest in Chandni Chowk. Let’s go!"
"fraud","Identity Theft","Emergency! Protect your Aadhaar from fraud. Click http://aadhaar-securezone.com to verify now!"
"fraud","Subscription Scam","Your Netflix account is on hold due to unpaid dues. Pay now at http://netflix-india-secure.org or lose access!"
"normal","Education","Reminder: Submit your history essay on the portal by tonight. Hurry!"
"fraud","Service Fraud","Emergency! Your Tata Sky account is expiring. Renew at http://tatasky.urgentpay.io or lose channels by midnight!"
"fraud","Phishing","Urgent! Your ICICI Bank card is suspended. Verify identity at http://icici-verifynow.com to reactivate!"
"fraud","Loan Scam","Struggling with bills? Rs. 2 lakhs loan ready. Click: http://safecash.loaninstant.in or miss this lifeline!"
"fraud","Identity Theft","Critical Update! Your PAN is at stake. Confirm details at http://pan-safeguard.in or face penalties!"
"fraud","Tech Support Scam","Warning! Suspicious activity on your device. Call 1-877-888-4567 now to save your personal info!"
"normal","Sports","Hey, got passes for the IPL match in Mumbai tomorrow. You in?"
"normal","Social","Hi, you up for a Bollywood movie marathon this Saturday?"
"normal","Entertainment","Yo, have you checked out the latest Badshah album? Total banger!"
"normal","Travel","Hey, arrived in Chennai. The heat’s on! Let’s talk after I rest a bit."
"fraud","Service Fraud","Attention! Your Vi mobile plan is about to lapse. Secure it at http://vi.planrenewal.co.in or risk losing network access!"
"normal","Social","Hey, you free for a chai date tomorrow? Miss our chats!"
"fraud","Job Offer Scam","DREAM JOB! Make ₹40,000/month from home. Hurry, limited slots! Apply: http://fastworkindia.net"
"normal","Education","Reminder: Pay the semester fees by this weekend on the uni website."
"normal","Social","Hey, how’s life? Let’s chill at Marine Drive soon."
"normal","Education","Hey, let’s meet at the canteen to discuss the science fair project."
"normal","Travel","Touched down in Mumbai! Can’t wait for some vada pav. Chat later!"
"fraud","Tech Support Scam","Alert! Your device is compromised. Call 1-866-999-3210 urgently to stop hackers from stealing data!"
"fraud","Service Fraud","Critical! Your BSNL internet bill is unpaid. Avoid suspension by paying at http://bsnl.fastbillcheck.in right now!"
"normal","Service Inquiry","Hello, do you provide installation services in Bangalore?"
"fraud","Loan Scam","Urgent loan of Rs. 3.5 lakhs waiting for you! Don’t delay. Visit: http://instafunds.indiadeal.co.in now!"
"normal","Sports","Bro, let’s watch the ISL football final at my place. Snacks on me!"
"normal","Entertainment","Hey, let’s hit up the local mela for some fun and chaat this evening!"
"normal","Recreation","Fancy a bike ride to Murthal for some dhaba food? Let’s roll!"
"fraud","Subscription Scam","Emergency! Your SonyLIV subscription is suspended. Reactivate at http://sonyliv-restart.co.in before it’s too late!"
"normal","Sports","Hey, got extra tickets for the Delhi Capitals game. Wanna join?"
"fraud","Financial Fraud","EMERGENCY: Rs. 10,000 unauthorized charge on your ICICI account. Confirm identity at http://icici-verifysecure.com immediately!"
"fraud","Fake Delivery Scam","India Post Critical: Package delayed due to customs fee. Pay ₹150 now at http://indiapost-customs.in to avoid cancellation!"
"fraud","Fake Delivery Scam","DTDC Notice: Your shipment is on hold due to address error. Fix it at http://dtdc-addressupdate.in before cancellation!"
"fraud","Service Fraud","Warning! Your Reliance broadband is at risk. Clear dues at http://reliance.netpaysecure.com to prevent disconnection!"
"fraud","Phishing","Urgent! Your Union Bank card is blocked. Unblock it at http://unionbank-verify.in before it's too late!"
"normal","Social","Hey, how’s it going? Let’s grab some vada pav this weekend!"
"fraud","Investment Scams","Shocking! ₹1L turns into ₹10L in 15 days! Don’t wait, click: http://megarupee-boom.com Today!"
"fraud","Investment Scams","Quick! Double your savings with our secret Reliance stock tip! Visit: http://reliancecash-now.com Hurry!"
"fraud","Financial Fraud","ALERT: Your Bank of Baroda card is locked due to suspicious activity. Unlock at http://bob-safeaccess.com now!"
"normal","Travel","Hey, just landed in Goa! The beaches are calling. Will call you after settling in."
"fraud","Identity Theft","Urgent Notice! Your ID is under threat. Confirm at http://india-idverify.com or face suspension!"
"normal","Education","Don’t forget, tomorrow’s holiday for Diwali. Enjoy the break!"
"fraud","Identity Theft","Danger! Identity theft alert. Secure your Aadhaar at http://aadhaar-safetyhub.com before it’s too late!"
"fraud","Tech Support Scam","Critical! Malware detected on your system. Visit http://fixtech-bharat.com to avoid permanent damage!"
"fraud","Financial Fraud","ALERT: Suspicious activity on your HDFC card. Secure your account at http://hdfc-protectnow.com before it’s blocked!"
"fraud","Tech Support Scam","Alert! Critical virus detected on your PC. Call Tech Support at 1-800-555-1234 to prevent data theft!"
"fraud","Financial Fraud","ATTENTION: Fraudulent Rs. 3,500 transaction detected on your PNB card. Act now at http://pnb-securecheck.com to stop it!"
"normal","Entertainment","Just finished watching a crazy IPL match. You saw that last over? Insane!"
"fraud","Subscription Scam","Warning! Your Zee5 subscription will be cancelled in 24 hours. Update card info at http://zee5-saveplan.in now!"
"fraud","Tech Support Scam","Emergency! Your system is hacked. Visit http://safetech-indiafix.com immediately to protect your files!"
"normal","Entertainment","The new web series on Hotstar is addictive! Binge with me this weekend?"
"fraud","Service Fraud","Urgent! Your Airtel broadband is at risk of disconnection. Pay now at http://airtel.safebillpay.com to avoid losing service today!"
"fraud","Fake Delivery Scam","India Post Alert: Your parcel delivery failed due to incorrect address. Update now at http://indiapost-fix.com/urgent or it will be returned!"
