Label,Type,Text
fraud,Investment Scams,Hurry! Double your savings in 24 hours with our elite plan! Go to http://profitpeak.online now!
fraud,Financial Fraud,"Warning! $1,200 withdrawn from your account. Confirm it wasn’t you at http://safeaccount-check.com now!"
fraud,Emotional Manipulation,"Grandpa, it’s me. I’m in hospital after a fall. Need $300 for treatment. Send to http://healthrescue-now.org. I’m in pain!"
fraud,Phishing,Alert! Your HDFC account is at risk. Suspicious login detected. Verify immediately: http://hdfc-securelogin.net
normal,Travel,"Hey, do you have travel insurance for our Europe trip? Let me know."
fraud,Phishing,Urgent Notice: Your Airtel account is at risk. Verify your details here: http://airtel-secureprofile.com
fraud,Identity Theft,Warning! Identity theft detected. Protect your PAN card at http://pan-verifyhub.com before it's too late!
fraud,Job Offer Scam,URGENT! Dream job awaits! Earn $700/day from home. No experience required. Apply now: http://instantjobnow.com
fraud,Impersonation,IRS Warning: Tax evasion notice issued. Pay overdue amount at http://irs-paymentportal.com to avoid arrest.
normal,Delivery Update,Your order from Myntra is on the way. Expect it to arrive by Friday.
fraud,Lottery Scam,"Congrats! You’ve won $50,000 in the Global Lottery! Claim urgently at http://lotteryjackpot.winnow.com or forfeit your prize today!"
fraud,Identity Theft,Attention! Your identity is at stake. Verify Aadhaar at http://aadhaar-trustcheck.in or risk penalties!
fraud,Financial Fraud,Alert! Suspicious activity detected on your account. Secure it now at http://verifybank-safe.com or risk losing funds!
fraud,Identity Theft,Danger! Your identity is exposed. Confirm PAN details at http://pan-securelink.org or lose access!
normal,Travel,"Landed in Sydney! Jet lag is real, haha. Talk to you later."
fraud,Lottery Scam,"Urgent! $5,000 lottery prize is yours! Click http://getprize.nowwin.net to claim before it’s transferred to another winner!"
fraud,Lottery Scam,"Lucky Winner! $20,000 is yours from Super Lotto! Click http://claimprize.luckydraw.org to secure it before midnight!"
normal,Education,"Don’t forget, group project meeting at 3 PM in the cafeteria."
normal,Service Inquiry,"Hi, when will my order be ready for pickup?"
fraud,Fake Delivery Scam,Missed delivery! Your package awaits rescheduling. Click now to avoid return: http://delivery-reschedule247.com
fraud,Fake Delivery Scam,DHL Alert: Package on hold due to customs fee. Pay now at http://dhl-customspay.com or risk losing your item!
fraud,Lottery Scam,"WOW! You’ve won $18,000 in the Mega Lotto! Claim immediately at http://lotterywin.getnow.xyz before time runs out!"
normal,Education,"Just a heads-up, class is canceled today. Enjoy the break!"
fraud,Loan Scam,Urgent funds! Loan of Rs. 4 lakhs approved instantly. Click: http://moneyfast.securedeal.in. Hurry up!
normal,Service Inquiry,"Hey, can you confirm my appointment for tomorrow at 3 PM?"
fraud,Investment Scams,Become rich in 5 days with our insider tips! Act now at http://moneymakerpro.site or miss this once-in-a-lifetime deal!
normal,Recreation,"Hey, let’s go bowling tonight. Loser buys the snacks!"
normal,Delivery Update,"Hey, your order has been shipped! It should arrive by tomorrow evening."
fraud,Financial Fraud,Alert! Your credit card is locked due to fraud. Unlock now at http://cardunlock-secure.com or call 1-877-555-0234.
normal,Work Update,"Hey, can you review the latest draft by noon? Need your input!"
normal,Entertainment,"Hey, just heard a dope new album. I’ll send you the link!"
normal,Delivery Update,"Hey there, your Amazon package is arriving today. Keep an eye out!"
fraud,Fake Delivery Scam,FedEx Warning: Delivery failed due to incomplete address. Update urgently at http://fedex-addressfix.com to save it!
normal,Travel,Our Italy tour starts in 2 days. Got your itinerary ready?
fraud,Subscription Scam,Emergency! Netflix payment declined. Update your card details immediately: http://netflix-urgentpay.com
fraud,Tech Support Scam,Urgent Alert! Malware detected. Secure your device at http://fixmytech-now.com before data loss!
fraud,Impersonation,Income Tax Dept: Unpaid taxes detected. Avoid legal action by paying now at http://taxclearance-india.net. Act fast!
fraud,Subscription Scam,Critical! Your HBO Max account is at risk. Update payment to avoid suspension: http://hbomax-verifyacc.com
fraud,Impersonation,This is your Bank. Account security alert! Verify identity now at http://securebank-login.org or risk account suspension.
normal,Sports,"Yo, I got tickets to the baseball game on Friday. You coming?"
normal,Family,"Hey Mom, thanks for the recipe. Dinner was a hit!"
normal,Work Update,"Hi team, our weekly sync is now on Zoom at 11 AM. See ya there!"
normal,Education,"Hi, can you share your chem notes from yesterday? Thx!"
fraud,Phishing,Your Axis Bank account has been temporarily locked. Reactivate urgently at: http://axis-restoreaccess.com
normal,Delivery Update,Great news! Your order is en route and will be delivered by tomorrow morning.
fraud,Emotional Manipulation,"Hey sis, I’m stranded after a flood. Need Rs. 3,000 for shelter. Send to http://disaster-aidhub.com. Please, I’m scared!"
normal,Education,"Yo, library’s open late tonight. Wanna meet up to study?"
fraud,Emotional Manipulation,"Mom, I’ve been arrested by mistake. Need $500 for bail. Send to http://bailout-fast.net. Please don’t let me down!"
fraud,Job Offer Scam,LIMITED OFFER! $400/day working from home. Spots filling fast! Click: http://homeremotejob.com
fraud,Service Fraud,Immediate action required! Your internet plan is unpaid. Pay at http://safe.netrenewalhub.com to avoid cutoff.
normal,Recreation,"Yo, let’s grab our skateboards and hit the park this afternoon."
fraud,Loan Scam,Hurry! Loan up to Rs. 4 lakhs approved for you. Apply in 2 mins: http://easyloan.trustverify.in. Don’t wait!
fraud,Fake Delivery Scam,Critical: Your parcel from UPS is delayed. Update info immediately at http://ups-fixdelivery.com to prevent return!
normal,Work Update,"Yo, don’t forget to submit your weekly report by EOD. Thanks!"
fraud,Job Offer Scam,DREAM JOB! $550/day from home. Don’t miss this chance! Register at: http://workeasyhire.com
normal,Recreation,"Hey, wanna play some basketball at the park tomorrow?"
normal,Family,"Hey sis, wanna grab coffee tomorrow? Miss chatting with ya."
fraud,Fake Delivery Scam,FedEx Notice: Delivery failed due to error. Update details at http://fedex-errorfix.com before it’s returned tomorrow!
normal,Social,"Saw your new post on FB, looks like a blast! How’ve you been?"
fraud,Investment Scams,Don’t miss out! Triple your money by tomorrow! Click here: http://investgoldrush.com to start earning!
fraud,Tech Support Scam,Emergency! Virus detected on your phone. Secure it by calling 1-800-444-5678 immediately!
normal,Sports,"Yo, wanna watch the basketball game at the bar later? Tip-off at 8!"
fraud,Investment Scams,Emergency! Your chance to double your money ends tonight! Click: http://fastgainz.net to secure your spot!
normal,Entertainment,"Hey, the music festival tickets go live tomorrow. Should we grab some?"
fraud,Investment Scams,Urgent! Secure a 200% return on your money today! Act fast at http://investsafe-now.com before it’s too late!
normal,Education,"Hey, tutorial got rescheduled to 5 PM. See ya there!"
normal,Family,"Sis, can I borrow your jacket for tonight? Promise to return it!"
normal,Entertainment,Did you see the trailer for that sci-fi movie? We gotta watch it!
fraud,Financial Fraud,Urgent! Your loan payment failed. Avoid penalties by updating info at http://loanpay-fix.com right now!
fraud,Job Offer Scam,"HURRY! Work-from-home, $800/week. Limited spots! Don’t miss out. Click here: http://quickcashjob.net"
fraud,Lottery Scam,"Big Win! You’ve scored $12,000 in our National Lottery! Act fast at http://winlotto.prizezone.net or miss out!"
normal,Sports,Wanna join me for a quick run before the big game tomorrow?
normal,Family,"Dad, I’ll drop by after work. See you around 6 PM."
fraud,Identity Theft,Urgent Alert! Verify your Aadhaar at http://aadhaar-safezone.com now to prevent deactivation!
normal,Social,"Hey, how’s your day going? Miss chatting with you!"
fraud,Emotional Manipulation,"Hi, it’s your old classmate. I’m in a crisis and need Rs. 7,000 for rent or I’ll be evicted. Send to http://rentcrisis-aid.net. Help!"
fraud,Lottery Scam,"Congrats! $8,000 lottery win confirmed! Secure it at http://lotterybonus.claimfast.org or risk losing it today!"
fraud,Lottery Scam,"WINNER ALERT! You’ve bagged $25,000 in our Grand Lotto! Rush to http://prizegrab.lottohub.xyz or your prize expires!"
fraud,Impersonation,"Hey, it’s [Your Colleague]. Quick favor! Get $150 in gift cards for a surprise. Text codes ASAP. Thanks!"
normal,Entertainment,"Yo, there’s a new game out on PlayStation. Wanna play together tonight?"
normal,Service Inquiry,Can I get an estimate for fixing my laptop screen?
normal,Service Inquiry,"Hi, can I get a quote for your services over the phone?"
fraud,Investment Scams,Act now! Triple your investment in just 2 days with our proven method. Click: http://cashsurge.live!
normal,Education,Wanna grab coffee and review notes for bio later?
normal,Sports,"Hey, did you catch the football game last night? Insane ending!"
fraud,Phishing,Your Google account needs verification. Click to secure: http://google-auth-check.com
fraud,Service Fraud,Critical alert! Your mobile data plan expires today. Recharge now: http://topup.datapaysecure.com
fraud,Identity Theft,Critical! Protect your identity. Update PAN info at http://pan-verifynow.org or lose access to banking services!
fraud,Fake Delivery Scam,FedEx: Your package is pending due to a $2.50 fee. Don’t lose it—pay here: http://fedex-pendingpay.com
fraud,Phishing,[Vodafone]: Limited time offer! Get 50% off your bill at: http://vodafone-discounts.com
fraud,Investment Scams,Time’s running out! Double your money overnight with our secret strategy. Visit: http://fasttrackwealth.xyz!
fraud,Emotional Manipulation,"Your niece is in trouble! She needs Rs. 5,000 for an urgent bill. Click to help: http://niece-rescue.in"
fraud,Identity Theft,Warning! Identity at risk. Confirm PAN details at http://pan-secureportal.org or face penalties!
normal,Entertainment,"Hey, wanna binge the new Netflix series this weekend? I’m hooked already."
fraud,Impersonation,IRS Warning: Tax violation detected. Immediate action required at http://irs-penalty-avoid.com to prevent seizure.
normal,Entertainment,Have you checked out the latest *The Witcher* episode? So good!
normal,Entertainment,Did you hear the new Taylor Swift album? Let’s vibe to it together!
normal,Service Inquiry,"Hi, do you have any weekend appointments available?"
fraud,Subscription Scam,"Your Netflix subscription expires in 24 hours! Don’t lose access, renew at: http://netflix-urgentrenew.com"
fraud,Impersonation,Emergency: IRS notice. Your account is flagged. Resolve now at http://irs-account-fix.com to avoid fines.
fraud,Fake Delivery Scam,FedEx Notice: Your shipment is on hold for a $4.00 charge. Pay now to release: http://fedex-chargepay.org
normal,Sports,"Yo, wanna shoot some hoops at the park tomorrow?"
normal,Family,"Hey, let’s all meet up at the park tomorrow!"
fraud,Subscription Scam,Urgent! Your Apple Music subscription is expiring. Renew now: http://applemusic-renewfast.com
fraud,Identity Theft,Danger! Your Aadhaar is under threat. Click http://aadhaar-securelink.com to save your identity now!
normal,Work Update,"Hey, meeting with the boss is rescheduled to 9 AM tomorrow. Be ready!"
fraud,Emotional Manipulation,Urgent! Your grandchild is hurt and needs $400 for treatment. Act now: http://childcare-emergency.net
fraud,Financial Fraud,URGENT NOTICE: Your account is locked due to suspicious activity. Unlock now at http://safeaccess-bank.com or lose access!
normal,Travel,Quick update: my bus to Chicago is running 30 mins late.
fraud,Job Offer Scam,ALERT! Earn $650/day from home. No skills needed. Apply now or miss out: http://fastremotejob.biz
normal,Family,"Hey fam, anyone up for pizza tonight?"
normal,Entertainment,"Hey, let’s hit up that new arcade in town. Could be a fun night!"
normal,Sports,Wanna join me for a swim at the pool this afternoon?
fraud,Fake Delivery Scam,Urgent! Your UPS delivery failed due to incomplete details. Update now or lose your parcel: http://ups-updateinfo.net
fraud,Fake Delivery Scam,UPS Emergency: Your parcel will be returned tomorrow unless updated. Act now: http://ups-parcelupdate.org
fraud,Service Fraud,"Alert! Your water bill is overdue. Avoid penalties, pay immediately at: http://pay.waterboardonline.net"
fraud,Service Fraud,Urgent! Your cable TV subscription is expiring. Pay now to avoid disconnection: http://renew.cabletvsecure.com
